TreatmentCode;Treatment;Nconc (%);Bio;Rep;Day_1;Day;Length;Leaves;SPAD;Dualex NBI;Dualex Chl;Dualex Flav;Dualex Anth;SFW;SDW;RFW;RDW;File;Date;Time;Leaf;Roi Mask;Roi.Xc;Roi.Yc;dFv/Fm;s.d.;F0;s.d.;Fj;s.d.;Fi;s.d.;Fm;s.d.;1-Fj/Fm;s.d.;1-Fi/Fm;s.d.;Fv/Fm;s.d.;IC-Area;s.d.;IC-Area/Fv;s.d.;PI;s.d.;Fv/fm I (px);Fv/fm I (%);Fv/fm II (px);Fv/fm II (%);Fv/fm III (px);Fv/fm III (%);Fv/fm IV (px);Fv/fm IV (%);Fv/fm V (px);Fv/fm V (%);dFq/Fm;s.d.;Fs';s.d.;Fm';s.d.;Fq'/Fm';s.d.;ETR;s.d.;Fq'/fm' I (px);Fq'/fm' I (%);Fq'/fm' II (px);Fq'/fm' II (%);Fq'/fm' III (px);Fq'/fm' III (%);Fq'/fm' IV (px);Fq'/fm' IV (%);Fq'/fm' V (px);Fq'/fm' V (%);Etr I (px);Etr I (%);Etr II (px);Etr II (%);Etr III (px);Etr III (%);Etr IV (px);Etr IV (%);Etr V (px);Etr V (%);dRfd;s.d.;RfdFm;s.d.;RfdFt;s.d.;Rfd;s.d.;Rfd I (px);Rfd I (%);Rfd II (px);Rfd II (%);Rfd III (px);Rfd III (%);Rfd IV (px);Rfd IV (%);Rfd V (px);Rfd V (%);NPQ;s.d.;Npq I (px);Npq I (%);Npq II (px);Npq II (%);Npq III (px);Npq III (%);Npq IV (px);Npq IV (%);Npq V (px);Npq V (%);Red;s.d.;Green;s.d.;Blue;s.d.;Hue;s.d.;Saturation;s.d.;Value;s.d.;RGB I (px);RGB I (%);RGB II (px);RGB II (%);RGB III (px);RGB III (%);RGB IV (px);RGB IV (%);RGB V (px);RGB V (%);Hue I (px);Hue I (%);Hue II (px);Hue II (%);Hue III (px);Hue III (%);Hue IV (px);Hue IV (%);Hue V (px);Hue V (%);SpcGrn;s.d.;FarRed;s.d.;Nir;s.d.;ChlIdx;s.d.;AriIdx;s.d.;NDVI;s.d.;ChlIdx I (px);ChlIdx I (%);ChlIdx II (px);ChlIdx II (%);ChlIdx III (px);ChlIdx III (%);ChlIdx IV (px);ChlIdx IV (%);ChlIdx V (px);ChlIdx V (%);AriIdx I (px);AriIdx I (%);AriIdx II (px);AriIdx II (%);AriIdx III (px);AriIdx III (%);AriIdx IV (px);AriIdx IV (%);AriIdx V (px);AriIdx V (%);NDVI I (px);NDVI I (%);NDVI II (px);NDVI II (%);NDVI III (px);NDVI III (%);NDVI IV (px);NDVI IV (%);NDVI V (px);NDVI V (%);dGfp;s.d.;Gfp;s.d.;Auto;s.d.;cGfp;s.d.;MaskGfp;nObjGfp;nObjSize;s.d.;Gfp I (px);Gfp I (%);Gfp II (px);Gfp II (%);Gfp III (px);Gfp III (%);Gfp IV (px);Gfp IV (%);Gfp V (px);Gfp V (%);dRfp;s.d.;Rfp;s.d.;MaskRfp;nObjRfp;nObjSize;s.d.;Rfp I (px);Rfp I (%);Rfp II (px);Rfp II (%);Rfp III (px);Rfp III (%);Rfp IV (px);Rfp IV (%);Rfp V (px);Rfp V (%);dChl;s.d.;Chl;s.d.;Chl I (px);Chl I (%);Chl II (px);Chl II (%);Chl III (px);Chl III (%);Chl IV (px);Chl IV (%);Chl V (px);Chl V (%)
50N_01;50N;50;0;1;14;Day 14;29.3;4;42.1;108.7;42.8;0.39;0.09;/;/;/;/;HDR_E5702P0005N0001.INF;20210309;11:18;1;12073;1571;1200;65;66;614;320;0;0;0;0;2702;947;0;0;0;0;0.776;0.095;0;0;0;0;0;0;8;0.1;9;0.1;46;0.4;669;5.5;6716;55.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1257;331;1777;439;1311;281;130.2;30.8;0.329;0.094;0.027;0.007;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2093;538;2532;757;8509;2363;2.417;0.536;0.725;0.614;0.197;0.253;2479;20.5;9544;79.1;50;0.4;0;0;0;0;11620;96.2;445;3.7;8;0.1;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;61;1043;447;11985;99.3;88;0.7;0;0;0;0;0;0
50N_01;50N;50;0;1;14;Day 14;29.3;4;42.1;108.7;42.8;0.39;0.09;/;/;/;/;HDR_E5702P0005N0001.INF;20210309;11:18;2;60225;848;1670;66;67;769;262;0;0;0;0;3442;732;0;0;0;0;0.775;0.072;0;0;0;0;0;0;16;0;12;0;81;0.1;1849;3.1;36300;60.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1038;249;1694;304;980;246;116.7;18.5;0.452;0.096;0.026;0.005;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2154;352;2718;461;10289;1531;2.838;0.563;1.025;0.62;0.19;0.264;3404;5.7;55484;92.1;1335;2.2;2;0;0;0;56154;93.2;4057;6.7;14;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;60;1260;309;60093;99.8;132;0.2;0;0;0;0;0;0
50N_01;50N;50;0;1;14;Day 14;29.3;4;42.1;108.7;42.8;0.39;0.09;/;/;/;/;HDR_E5702P0005N0001.INF;20210309;11:18;3;71596;382;1207;58;64;629;268;0;0;0;0;2920;720;0;0;0;0;0.782;0.09;0;0;0;0;0;0;49;0.1;35;0;272;0.4;3388;4.7;36928;51.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1125;392;1831;464;1001;347;113;16.8;0.478;0.105;0.028;0.007;0;0;0;0;440;0.6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2334;503;3193;577;10588;1605;2.363;0.471;1.296;0.661;0.228;0.297;14974;20.9;56483;78.9;139;0.2;0;0;0;0;61329;85.7;10241;14.3;26;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36;58;1088;338;71209;99.5;387;0.5;0;0;0;0;0;0
50N_01;50N;50;0;1;14;Day 14;29.3;4;42.1;108.7;42.8;0.39;0.09;/;/;/;/;HDR_E5702P0005N0001.INF;20210309;11:18;4;47851;533;1445;62;66;941;362;0;0;0;0;4089;1136;0;0;0;0;0.771;0.07;0;0;0;0;0;0;31;0.1;19;0;88;0.2;1019;2.1;31761;66.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1481;335;2472;522;1180;277;107.2;13.7;0.521;0.09;0.038;0.008;0;0;0;0;40;0.1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3150;665;4541;981;13773;3080;2.058;0.439;1.366;0.569;0.352;0.34;22061;46.1;25777;53.9;13;0;0;0;0;0;41678;87.1;6164;12.9;9;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36;58;1711;610;33534;70.1;14316;29.9;1;0;0;0;0;0
0N_B_02;0N_B;0;1;2;14;Day 14;;;;;;;;;;;;HDR_E5702P0006N0001.INF;20210309;11:20;All;10904;1707;1474;63;65;782;399;0;0;0;0;2103;1259;0;0;0;0;0.534;0.276;0;0;0;0;0;0;1866;17.1;461;4.2;810;7.4;2578;23.6;4155;38.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2056;513;2472;706;1650;422;93;43.7;0.342;0.117;0.038;0.01;0;0;0;0;66;0.6;0;0;0;0;7;0.1;0;0;0;0;0;0;0;0;2649;820;4117;969;10969;2685;1.68;0.359;1.767;1.453;0.129;0.144;9045;83;1857;17;2;0;0;0;0;0;7986;73.2;1955;17.9;672;6.2;242;2.2;38;0.3;5992114;100;590;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;61;1258;593;9762;89.5;1142;10.5;0;0;0;0;0;0
0N_B_02;0N_B;0;1;2;14;Day 14;;;;;;;;;;;;HDR_E5702P0006N0001.INF;20210309;11:20;1;2109;1624;1474;60;63;749;449;0;0;0;0;1431;1300;0;0;0;0;0.343;0.293;0;0;0;0;0;0;800;37.9;188;8.9;244;11.6;456;21.6;359;17;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2020;486;2451;647;1714;308;103.6;44;0.298;0.123;0.038;0.01;0;0;0;0;32;1.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2582;760;3937;1036;10712;2809;1.742;0.39;1.522;0.712;0.137;0.192;1592;75.5;517;24.5;0;0;0;0;0;0;1643;77.9;457;21.7;9;0.4;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;59;1147;665;1838;87.2;271;12.8;0;0;0;0;0;0
0N_B_02;0N_B;0;1;2;14;Day 14;;;;;;;;;;;;HDR_E5702P0006N0001.INF;20210309;11:20;2;3173;1622;1416;65;67;653;333;0;0;0;0;1281;985;0;0;0;0;0.382;0.299;0;0;0;0;0;0;1061;33.4;243;7.7;375;11.8;735;23.2;608;19.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1977;442;2420;484;1707;344;100.9;38.2;0.301;0.116;0.037;0.008;0;0;0;0;0;0;0;0;0;0;2;0.1;0;0;0;0;0;0;0;0;2583;570;3682;687;9656;1763;1.652;0.406;1.214;0.782;0.122;0.174;2633;83;539;17;1;0;0;0;0;0;2648;83.5;514;16.2;11;0.3;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;985;435;3141;99;32;1;0;0;0;0;0;0
0N_B_03;0N_B;0;1;3;14;Day 14;12.9;3;28;88.3;35.4;0.4;0.11;/;/;/;/;HDR_E5702P0007N0001.INF;20210309;11:22;All;81855;1329;1314;75;71;854;331;0;0;0;0;3387;1122;0;0;0;0;0.737;0.112;0;0;0;0;0;0;466;0.6;545;0.7;1441;1.8;6066;7.4;54043;66;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1701;593;2426;661;1320;381;102.4;28.8;0.462;0.121;0.038;0.01;145;0.2;0;0;1183;1.4;0;0;0;0;17;0;4;0;6;0;3;0;5;0;2895;775;3791;1073;10134;2206;1.756;0.532;0.917;1.057;0.132;0.154;54734;66.9;27083;33.1;38;0;0;0;0;0;75988;92.8;3693;4.5;1521;1.9;345;0.4;125;0.2;5992094;100;610;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1672;582;53502;65.4;28353;34.6;0;0;0;0;0;0
0N_B_03;0N_B;0;1;3;14;Day 14;12.9;3;28;88.3;35.4;0.4;0.11;/;/;/;/;HDR_E5702P0007N0001.INF;20210309;11:22;1;6223;1719;1447;75;70;573;361;0;0;0;0;2273;931;0;0;0;0;0.753;0.135;0;0;0;0;0;0;38;0.6;31;0.5;113;1.8;688;11.1;3259;52.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1476;704;2062;881;1135;454;103.7;26.8;0.448;0.117;0.032;0.013;0;0;0;0;246;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2445;1019;2986;1184;7870;2401;1.778;0.578;0.674;0.509;0.172;0.22;4092;65.8;2130;34.2;1;0;0;0;0;0;6064;97.4;158;2.5;1;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;57;1102;598;5717;91.9;506;8.1;0;0;0;0;0;0
0N_B_03;0N_B;0;1;3;14;Day 14;12.9;3;28;88.3;35.4;0.4;0.11;/;/;/;/;HDR_E5702P0007N0001.INF;20210309;11:22;2;33508;1238;1205;75;71;932;299;0;0;0;0;3859;874;0;0;0;0;0.758;0.069;0;0;0;0;0;0;19;0.1;16;0;31;0.1;1103;3.3;24100;71.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1583;286;2300;357;1417;282;110.5;17.1;0.395;0.087;0.035;0.005;0;0;0;0;15;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2784;416;3443;594;10379;1823;2.035;0.392;0.715;0.401;0.225;0.287;15315;45.7;18191;54.3;2;0;0;0;0;0;33428;99.8;79;0.2;0;0;0;0;1;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1849;503;18042;53.8;15466;46.2;0;0;0;0;0;0
0N_B_03;0N_B;0;1;3;14;Day 14;12.9;3;28;88.3;35.4;0.4;0.11;/;/;/;/;HDR_E5702P0007N0001.INF;20210309;11:22;3;35294;1261;1391;75;70;878;308;0;0;0;0;3314;1138;0;0;0;0;0.712;0.135;0;0;0;0;0;0;402;1.1;488;1.4;1237;3.5;3614;10.2;22761;64.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1678;535;2640;717;1224;380;102.6;18.1;0.53;0.112;0.04;0.011;126;0.4;0;0;812;2.3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3206;797;3969;867;10134;2056;1.604;0.501;0.688;0.517;0.203;0.262;28734;81.4;6525;18.5;35;0.1;0;0;0;0;34500;97.8;792;2.2;2;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1723;531;23141;65.6;12153;34.4;0;0;0;0;0;0
25N_02;25N;25;0;2;14;Day 14;31;4;32.8;70.9;26.9;0.38;0.14;/;/;/;/;HDR_E5702P0008N0001.INF;20210309;11:23;All;185568;780;1306;61;66;822;332;0;0;0;0;3392;928;0;0;0;0;0.758;0.083;0;0;0;0;0;0;188;0.1;180;0.1;489;0.3;9868;5.3;122736;66.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2001;938;2766;902;1510;520;100.8;32.7;0.467;0.114;0.043;0.014;906;0.5;1;0;4661;2.5;2;0;1;0;76;0;14;0;13;0;18;0;22;0;3278;1000;4482;1679;11130;2770;1.633;0.65;0.99;1.245;0.144;0.17;135610;73.1;49657;26.8;299;0.2;2;0;0;0;167087;90;12300;6.6;3585;1.9;1271;0.7;534;0.3;5992160;100;544;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1563;507;153145;82.5;32405;17.5;18;0;0;0;0;0
25N_02;25N;25;0;2;14;Day 14;31;4;32.8;70.9;26.9;0.38;0.14;/;/;/;/;HDR_E5702P0008N0001.INF;20210309;11:23;1;16298;1559;1253;64;66;881;283;0;0;0;0;3721;792;0;0;0;0;0.762;0.068;0;0;0;0;0;0;9;0.1;5;0;9;0.1;518;3.2;11285;69.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1490;517;2220;521;1251;359;106.6;26.1;0.455;0.093;0.034;0.008;0;0;1;0;32;0.2;0;0;1;0;4;0;0;0;0;0;0;0;0;0;2701;616;3557;899;12119;2211;2.527;0.717;1.121;1.084;0.266;0.323;3596;22.1;12494;76.7;207;1.3;1;0;0;0;14610;89.6;1078;6.6;464;2.8;136;0.8;10;0.1;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;59;1653;421;12906;79.2;3392;20.8;0;0;0;0;0;0
25N_02;25N;25;0;2;14;Day 14;31;4;32.8;70.9;26.9;0.38;0.14;/;/;/;/;HDR_E5702P0008N0001.INF;20210309;11:23;2;59402;770;1461;63;66;885;264;0;0;0;0;3654;650;0;0;0;0;0.756;0.072;0;0;0;0;0;0;40;0.1;26;0;75;0.1;2713;4.6;41385;69.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1469;341;2231;411;1353;306;114;19.1;0.413;0.087;0.034;0.006;0;0;0;0;2;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;2749;464;3409;584;10378;1530;2.089;0.471;0.752;0.425;0.256;0.303;25576;43.1;33740;56.8;85;0.1;1;0;0;0;58965;99.3;433;0.7;4;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1735;350;47261;79.6;12141;20.4;0;0;0;0;0;0
25N_02;25N;25;0;2;14;Day 14;31;4;32.8;70.9;26.9;0.38;0.14;/;/;/;/;HDR_E5702P0008N0001.INF;20210309;11:23;3;47121;341;1140;54;63;639;268;0;0;0;0;2813;650;0;0;0;0;0.772;0.088;0;0;0;0;0;0;18;0;27;0.1;106;0.2;2671;5.7;26568;56.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1957;396;2939;445;1608;286;105.2;18.4;0.455;0.083;0.045;0.007;0;0;0;0;1241;2.6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3551;513;4299;654;9880;1455;1.321;0.32;0.496;0.322;0.182;0.234;45936;97.5;1185;2.5;0;0;0;0;0;0;47072;99.9;49;0.1;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33;56;1228;371;46196;98;925;2;0;0;0;0;0;0
25N_02;25N;25;0;2;14;Day 14;31;4;32.8;70.9;26.9;0.38;0.14;/;/;/;/;HDR_E5702P0008N0001.INF;20210309;11:23;4;30670;509;1313;60;65;905;385;0;0;0;0;3615;1165;0;0;0;0;0.747;0.092;0;0;0;0;0;0;94;0.3;101;0.3;201;0.7;1756;5.7;21217;69.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1927;432;3172;700;1233;355;98.9;15.4;0.605;0.11;0.048;0.011;859;2.8;0;0;861;2.8;0;0;0;0;4;0;0;0;0;0;1;0;0;0;3923;853;4931;1238;11264;3370;1.293;0.344;0.584;0.35;0.39;0.306;29913;97.5;752;2.5;5;0;0;0;0;0;30615;99.8;55;0.2;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1753;613;21775;71;8877;28.9;18;0.1;0;0;0;0
90N_02;90N;90;0;2;14;Day 14;35.8;4;36.7;90.9;32.3;0.36;0.12;/;/;/;/;HDR_E5702P0009N0001.INF;20210309;11:25;All;204917;738;1029;61;66;756;370;0;0;0;0;2961;1038;0;0;0;0;0.743;0.106;0;0;0;0;0;0;577;0.3;312;0.2;1872;0.9;22768;11.1;123381;60.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1887;1104;2822;1509;1294;616;102.3;27.7;0.529;0.134;0.043;0.023;6814;3.3;0;0;10884;5.3;217;0.1;0;0;49;0;1;0;2;0;4;0;9;0;3398;1748;4472;2130;11182;3406;1.759;0.753;1.048;1.391;0.142;0.173;127548;62.2;76855;37.5;512;0.2;2;0;0;0;185236;90.4;12154;5.9;3249;1.6;1607;0.8;1009;0.5;5991866;100;838;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1350;554;179218;87.5;25699;12.5;0;0;0;0;0;0
