TreatmentCode;Treatment;Nconc (%);Bio;Rep;Day_1;Day;Length;Leaves;SPAD;Dualex NBI;Dualex Chl;Dualex Flav;Dualex Anth;SFW;SDW;RFW;RDW;File;Date;Time;Leaf;Roi Mask;Roi.Xc;Roi.Yc;dFv/Fm;s.d.;F0;s.d.;Fj;s.d.;Fi;s.d.;Fm;s.d.;1-Fj/Fm;s.d.;1-Fi/Fm;s.d.;Fv/Fm;s.d.;IC-Area;s.d.;IC-Area/Fv;s.d.;PI;s.d.;Fv/fm I (px);Fv/fm I (%);Fv/fm II (px);Fv/fm II (%);Fv/fm III (px);Fv/fm III (%);Fv/fm IV (px);Fv/fm IV (%);Fv/fm V (px);Fv/fm V (%);dFq/Fm;s.d.;Fs';s.d.;Fm';s.d.;Fq'/Fm';s.d.;ETR;s.d.;Fq'/fm' I (px);Fq'/fm' I (%);Fq'/fm' II (px);Fq'/fm' II (%);Fq'/fm' III (px);Fq'/fm' III (%);Fq'/fm' IV (px);Fq'/fm' IV (%);Fq'/fm' V (px);Fq'/fm' V (%);Etr I (px);Etr I (%);Etr II (px);Etr II (%);Etr III (px);Etr III (%);Etr IV (px);Etr IV (%);Etr V (px);Etr V (%);dRfd;s.d.;RfdFm;s.d.;RfdFt;s.d.;Rfd;s.d.;Rfd I (px);Rfd I (%);Rfd II (px);Rfd II (%);Rfd III (px);Rfd III (%);Rfd IV (px);Rfd IV (%);Rfd V (px);Rfd V (%);NPQ;s.d.;Npq I (px);Npq I (%);Npq II (px);Npq II (%);Npq III (px);Npq III (%);Npq IV (px);Npq IV (%);Npq V (px);Npq V (%);Red;s.d.;Green;s.d.;Blue;s.d.;Hue;s.d.;Saturation;s.d.;Value;s.d.;RGB I (px);RGB I (%);RGB II (px);RGB II (%);RGB III (px);RGB III (%);RGB IV (px);RGB IV (%);RGB V (px);RGB V (%);Hue I (px);Hue I (%);Hue II (px);Hue II (%);Hue III (px);Hue III (%);Hue IV (px);Hue IV (%);Hue V (px);Hue V (%);SpcGrn;s.d.;FarRed;s.d.;Nir;s.d.;ChlIdx;s.d.;AriIdx;s.d.;NDVI;s.d.;ChlIdx I (px);ChlIdx I (%);ChlIdx II (px);ChlIdx II (%);ChlIdx III (px);ChlIdx III (%);ChlIdx IV (px);ChlIdx IV (%);ChlIdx V (px);ChlIdx V (%);AriIdx I (px);AriIdx I (%);AriIdx II (px);AriIdx II (%);AriIdx III (px);AriIdx III (%);AriIdx IV (px);AriIdx IV (%);AriIdx V (px);AriIdx V (%);NDVI I (px);NDVI I (%);NDVI II (px);NDVI II (%);NDVI III (px);NDVI III (%);NDVI IV (px);NDVI IV (%);NDVI V (px);NDVI V (%);dGfp;s.d.;Gfp;s.d.;Auto;s.d.;cGfp;s.d.;MaskGfp;nObjGfp;nObjSize;s.d.;Gfp I (px);Gfp I (%);Gfp II (px);Gfp II (%);Gfp III (px);Gfp III (%);Gfp IV (px);Gfp IV (%);Gfp V (px);Gfp V (%);dRfp;s.d.;Rfp;s.d.;MaskRfp;nObjRfp;nObjSize;s.d.;Rfp I (px);Rfp I (%);Rfp II (px);Rfp II (%);Rfp III (px);Rfp III (%);Rfp IV (px);Rfp IV (%);Rfp V (px);Rfp V (%);dChl;s.d.;Chl;s.d.;Chl I (px);Chl I (%);Chl II (px);Chl II (%);Chl III (px);Chl III (%);Chl IV (px);Chl IV (%);Chl V (px);Chl V (%)
0N_06;0N;0;0;6;28;Day 28;29.5;4;12.4;10.9;13.1;1.21;0.3;0.587;/;3.003;/;HDR_E5704P0013N0013.INF;20210323;10:24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;82.9;64.8;0.454;0.138;0.047;0.018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.135;0.137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0N_06;0N;0;0;6;28;Day 28;29.5;4;12.4;10.9;13.1;1.21;0.3;0.587;/;3.003;/;HDR_E5704P0013N0013.INF;20210323;10:24;2;81633;1231;1034;69;71;718;301;0;0;0;0;2152;690;0;0;0;0;0.657;0.143;0;0;0;0;0;0;976;1.2;851;1;4709;5.8;26248;32.2;39468;48.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2818;650;3188;840;1492;385;71.2;39.5;0.562;0.1;0.053;0.01;195;0.2;3;0;4842;5.9;70;0.1;3;0;36;0;26;0;14;0;17;0;23;0;3459;1090;4600;908;9486;1614;1.101;0.364;0.963;1.191;0.175;0.205;80817;99;816;1;0;0;0;0;0;0;65786;80.6;13817;16.9;1977;2.4;53;0.1;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;62;1207;403;80832;99;801;1;0;0;0;0;0;0
0N_06;0N;0;0;6;28;Day 28;29.5;4;12.4;10.9;13.1;1.21;0.3;0.587;/;3.003;/;HDR_E5704P0013N0013.INF;20210323;10:24;3;143193;1761;1309;69;71;619;273;0;0;0;0;2035;615;0;0;0;0;0.69;0.134;0;0;0;0;0;0;745;0.5;1100;0.8;5982;4.2;36834;25.7;72761;50.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3126;643;4351;801;1834;417;89.3;20.9;0.575;0.086;0.067;0.012;2981;2.1;0;0;28121;19.6;2133;1.5;0;0;26;0;0;0;1;0;1;0;2;0;4901;897;4646;729;9616;1540;1.095;0.342;0.071;0.207;0.177;0.177;141869;99.1;1323;0.9;1;0;0;0;0;0;143094;99.9;99;0.1;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;62;975;319;143190;100;3;0;0;0;0;0;0;0
25N_02;25N;25;0;2;28;Day 28;32;5;13.4;8.1;13;1.61;0.29;1.531;/;3.679;/;HDR_E5704P0014N0014.INF;20210323;10:28;All;294330;1120;1467;68;70;623;299;0;0;0;0;2067;809;0;0;0;0;0.683;0.157;0;0;0;0;0;0;4730;1.6;4335;1.5;14017;4.8;67083;22.8;150114;51;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2728;532;3338;1165;1434;391;74.7;42.8;0.605;0.09;0.056;0.012;11223;3.8;2;0;22283;7.6;90;0;2;0;168;0.1;94;0;72;0;102;0;78;0;3754;1573;4424;775;9751;1521;1.242;0.393;1.383;2.322;0.152;0.179;286964;97.5;7364;2.5;1;0;1;0;0;0;215299;73.1;34325;11.7;26669;9.1;10814;3.7;4364;1.5;5977823;99.8;14881;0.2;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;62;966;364;294284;100;46;0;0;0;0;0;0;0
25N_02;25N;25;0;2;28;Day 28;32;5;13.4;8.1;13;1.61;0.29;1.531;/;3.679;/;HDR_E5704P0014N0014.INF;20210323;10:28;1;80605;733;1428;66;69;455;252;0;0;0;0;1235;527;0;0;0;0;0.61;0.222;0;0;0;0;0;0;4148;5.1;3757;4.7;10227;12.7;23054;28.6;25293;31.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2802;618;1731;506;1070;310;35.3;59.7;0.616;0.095;0.043;0.009;0;0;0;0;0;0;0;0;0;0;153;0.2;92;0.1;67;0.1;94;0.1;73;0.1;1523;516;4870;866;9044;1308;0.886;0.29;4.631;2.132;0.177;0.172;80539;99.9;66;0.1;0;0;0;0;0;0;5986;7.4;29975;37.2;26607;33;10814;13.4;4364;5.4;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;61;718;291;80605;100;0;0;0;0;0;0;0;0
25N_02;25N;25;0;2;28;Day 28;32;5;13.4;8.1;13;1.61;0.29;1.531;/;3.679;/;HDR_E5704P0014N0014.INF;20210323;10:28;2;209776;1265;1465;68;70;693;288;0;0;0;0;2402;647;0;0;0;0;0.71;0.111;0;0;0;0;0;0;555;0.3;510;0.2;3576;1.7;43283;20.6;123427;58.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2704;495;3950;657;1572;326;89.6;19.4;0.602;0.087;0.061;0.009;11190;5.3;2;0;21917;10.4;89;0;2;0;15;0;2;0;4;0;8;0;5;0;4605;848;4265;663;10041;1505;1.378;0.34;0.157;0.475;0.236;0.239;202533;96.5;7242;3.5;1;0;0;0;0;0;205544;98;4183;2;49;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;63;1070;338;209730;100;46;0;0;0;0;0;0;0
25N_02;25N;25;0;2;28;Day 28;32;5;13.4;8.1;13;1.61;0.29;1.531;/;3.679;/;HDR_E5704P0014N0014.INF;20210323;10:28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;89.3;20.9;0.575;0.086;0.067;0.012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0N_05;0N;0;0;5;28;Day 28;25.4;4;12.8;8.7;12.4;1.42;0.41;0.840;/;3.033;/;HDR_E5704P0015N0015.INF;20210323;10:31;All;260024;1541;1202;68;70;563;251;0;0;0;0;1920;543;0;0;0;0;0.699;0.138;0;0;0;0;0;0;1484;0.6;1987;0.8;10305;4;60968;23.4;129528;49.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3107;622;3934;826;1812;406;83.1;33;0.546;0.089;0.062;0.011;1410;0.5;2;0;51355;19.8;2252;0.9;2;0;120;0;48;0;39;0;58;0;61;0;4336;996;4647;758;9529;1397;1.079;0.32;0.349;0.766;0.142;0.169;258913;99.6;1111;0.4;0;0;0;0;0;0;245645;94.5;12488;4.8;1811;0.7;77;0;3;0;5978694;99.8;14010;0.2;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;43;64;876;273;260023;100;1;0;0;0;0;0;0;0
0N_05;0N;0;0;5;28;Day 28;25.4;4;12.8;8.7;12.4;1.42;0.41;0.84;/;3.033;/;HDR_E5704P0015N0015.INF;20210323;10:31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;35.3;59.7;0.616;0.095;0.043;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.134;0.136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0N_05;0N;0;0;5;28;Day 28;25.4;4;12.8;8.7;12.4;1.42;0.41;0.84;/;3.033;/;HDR_E5704P0015N0015.INF;20210323;10:31;2;111745;1227;997;68;70;606;252;0;0;0;0;1929;549;0;0;0;0;0.676;0.14;0;0;0;0;0;0;910;0.8;1173;1;5693;5.1;31119;27.8;54916;49.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3096;576;3633;841;1750;346;77.4;43.7;0.54;0.089;0.059;0.01;387;0.3;1;0;18916;16.9;298;0.3;1;0;98;0.1;48;0;38;0;56;0.1;58;0.1;3971;1109;4661;781;9525;1428;1.073;0.325;0.645;1.059;0.181;0.205;111492;99.8;253;0.2;0;0;0;0;0;0;97698;87.4;12157;10.9;1810;1.6;77;0.1;3;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;43;64;943;279;111745;100;0;0;0;0;0;0;0;0
0N_05;0N;0;0;5;28;Day 28;25.4;4;12.8;8.7;12.4;1.42;0.41;0.84;/;3.033;/;HDR_E5704P0015N0015.INF;20210323;10:31;3;148279;1777;1357;68;70;530;244;0;0;0;0;1914;537;0;0;0;0;0.717;0.133;0;0;0;0;0;0;574;0.4;814;0.5;4612;3.1;29849;20.1;74612;50.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3116;654;4161;736;1859;440;87.4;20.7;0.551;0.088;0.064;0.011;1023;0.7;1;0;32439;21.9;1954;1.3;1;0;22;0;0;0;1;0;2;0;3;0;4610;798;4636;740;9533;1373;1.084;0.316;0.125;0.259;0.178;0.178;147421;99.4;858;0.6;0;0;0;0;0;0;147947;99.8;331;0.2;1;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42;64;825;258;148278;100;1;0;0;0;0;0;0;0
25N_05;25N;25;0;5;28;Day 28;45;5;13.9;11.3;15.8;1.39;0.28;1.493;/;4.488;/;HDR_E5704P0016N0016.INF;20210323;10:34;All;202109;1791;1435;67;70;541;259;0;0;0;0;1951;600;0;0;0;0;0.716;0.139;0;0;0;0;0;0;1352;0.7;1408;0.7;6010;3;39853;19.7;101827;50.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2888;644;4002;722;1748;450;88.5;25.3;0.566;0.097;0.062;0.01;5196;2.6;24;0;41190;20.4;111;0.1;24;0;42;0;12;0;10;0;11;0;10;0;4547;893;4459;769;9915;1431;1.257;0.331;0.209;0.501;0.143;0.172;200261;99.1;1848;0.9;0;0;0;0;0;0;198430;98.2;3551;1.8;126;0.1;2;0;0;0;5977471;99.7;15233;0.3;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;62;846;287;202109;100;0;0;0;0;0;0;0;0
25N_05;25N;25;0;5;28;Day 28;45;5;13.9;11.3;15.8;1.39;0.28;1.493;/;4.488;/;HDR_E5704P0016N0016.INF;20210323;10:34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;35.3;59.7;0.616;0.095;0.043;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.134;0.137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25N_05;25N;25;0;5;28;Day 28;45;5;13.9;11.3;15.8;1.39;0.28;1.493;/;4.488;/;HDR_E5704P0016N0016.INF;20210323;10:34;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;77.4;43.7;0.54;0.089;0.059;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151;0.184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25N_05;25N;25;0;5;28;Day 28;45;5;13.9;11.3;15.8;1.39;0.28;1.493;/;4.488;/;HDR_E5704P0016N0016.INF;20210323;10:34;3;200220;1791;1425;67;70;544;258;0;0;0;0;1961;593;0;0;0;0;0.716;0.138;0;0;0;0;0;0;1308;0.7;1351;0.7;5871;2.9;39532;19.7;101354;50.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2892;645;4009;719;1751;451;88.5;25.3;0.566;0.097;0.062;0.01;5196;2.6;24;0;41120;20.5;111;0.1;24;0;41;0;12;0;10;0;11;0;10;0;4557;890;4465;768;9927;1429;1.256;0.331;0.208;0.499;0.207;0.203;198390;99.1;1830;0.9;0;0;0;0;0;0;196622;98.2;3481;1.7;115;0.1;2;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;62;850;284;200220;100;0;0;0;0;0;0;0;0
50N_06;50N;50;0;6;28;Day 28;39.2;5;21.6;21.6;20.6;0.96;0.2;2.029;/;4.481;/;HDR_E5704P0017N0017.INF;20210323;10:37;All;319631;1711;1273;67;70;648;282;0;0;0;0;2322;696;0;0;0;0;0.715;0.127;0;0;0;0;0;0;2090;0.7;1528;0.5;6854;2.1;58638;18.3;180466;56.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2061;779;3031;749;1472;606;98.6;26.8;0.525;0.114;0.047;0.011;35;0;969;0.3;4914;1.5;241;0.1;969;0.3;60;0;17;0;13;0;18;0;18;0;3614;813;3609;831;10417;1732;1.968;0.562;0.237;0.734;0.166;0.199;159691;50;159886;50;54;0;0;0;0;0;309160;96.7;6630;2.1;3237;1;542;0.2;53;0;5976713;99.7;15991;0.3;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;62;988;321;319613;100;18;0;0;0;0;0;0;0
50N_06;50N;50;0;6;28;Day 28;39.2;5;21.6;21.6;20.6;0.96;0.2;2.029;/;4.481;/;HDR_E5704P0017N0017.INF;20210323;10:37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;35.3;59.7;0.616;0.095;0.043;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.144;0.149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50N_06;50N;50;0;6;28;Day 28;39.2;5;21.6;21.6;20.6;0.96;0.2;2.029;/;4.481;/;HDR_E5704P0017N0017.INF;20210323;10:37;2;82817;1327;1162;68;70;663;308;0;0;0;0;2137;814;0;0;0;0;0.675;0.158;0;0;0;0;0;0;1668;2;1022;1.2;3536;4.3;20670;25;42781;51.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2380;933;3014;879;1399;363;84;34.5;0.545;0.105;0.048;0.013;31;0;13;0;1387;1.7;241;0.3;13;0;38;0;17;0;13;0;14;0;15;0;3430;1038;3896;986;9904;1734;1.641;0.572;0.665;1.302;0.191;0.22;59721;72.1;23094;27.9;2;0;0;0;0;0;72574;87.6;6403;7.7;3236;3.9;542;0.7;53;0.1;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;62;1015;372;82800;100;17;0;0;0;0;0;0;0
